Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Wienhausen, Gabriele",BILD 95 - Undergraduate Workshops (A),SP12,10,4,75.00%,100.00%,1,N/A,N/A
"Niwa, Maho",BIMM 100 - Molecular Biology (A),SP12,33,13,76.90%,53.80%,7.58,B (3.08),C+ (2.58)
"Pillus, Lorraine",BIMM 100 - Molecular Biology (B),SP12,151,71,94.20%,97.10%,7.32,B (3.16),C+ (2.59)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (A),SP12,85,34,100.00%,100.00%,6.26,B+ (3.48),B (3.22)
"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (B),SP12,97,27,92.30%,84.60%,6.8,B+ (3.63),B+ (3.55)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (C),SP12,34,12,100.00%,100.00%,4.5,B+ (3.42),B (3.08)
"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (D),SP12,50,18,100.00%,94.40%,7.61,B+ (3.33),B (3.16)
"Tour, Ella",BIMM 110 - Molecular Basis/Human Disease (A),SP12,314,125,99.20%,91.10%,6.63,B+ (3.57),B- (2.92)
"Gustafson-Brown, Cindy",BIMM 114 - Virology (A),SP12,212,165,91.50%,92.70%,8.13,B (3.22),C+ (2.58)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),SP12,97,42,66.70%,85.70%,10.02,B (3.15),B- (2.97)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (B),SP12,47,38,65.80%,65.80%,10.24,B- (2.78),C+ (2.32)
"Narasingarao, Priya",BIMM 121 - Laboratory in Microbiology (C),SP12,49,30,100.00%,96.60%,7.57,B+ (3.34),B (3.10)
"Wang, Jean Yin Jen",BIMM 134 - Biology of Cancer (A),SP12,165,68,87.70%,84.40%,7.77,B (3.12),B (3.29)
"Briggs, Steven",BIMM 185 - Bioinformatics Lab (Advanced) (A),SP12,14,6,66.70%,50.00%,11.17,B (3.17),N/A
"French, Kathleen Ann",BIPN 100 - Mammalian Physiology I (A),SP12,270,103,93.10%,68.60%,8.17,B- (2.98),B- (2.83)
"Fortes, P. A. George",BIPN 102 - Mammalian Physiology II (A),SP12,242,90,91.10%,71.10%,8.07,B+ (3.39),B- (2.74)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),SP12,104,36,94.40%,100.00%,12.22,B (3.18),B (3.21)
"Bier, Ethan",BIPN 144 - Developmental Neurobiology (A),SP12,264,101,86.90%,82.80%,5.85,B+ (3.47),B (3.11)
"Sejnowski, Terrence J",BIPN 146 - Computational Neurobiology (A),SP12,50,18,81.30%,81.30%,6.97,B+ (3.50),B (3.03)
"Markow, Therese A.",BISP 194 - Adv Topics in Modern Biology (A),SP12,15,10,100.00%,80.00%,3.83,A- (3.90),N/A
"Zuniga, Elina I",BISP 194 - Adv Topics in Modern Biology (B),SP12,18,12,83.30%,100.00%,3.33,B+ (3.67),N/A
"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (C),SP12,24,8,85.70%,100.00%,2.79,A (4.00),A- (3.98)
"Goldrath, Ananda",BISP 194 - Adv Topics in Modern Biology (D),SP12,26,13,100.00%,92.30%,2.65,A- (3.90),A- (3.87)
"Allen, Eric",BISP 194 - Adv Topics in Modern Biology (E),SP12,36,16,86.70%,100.00%,2.07,A (4.00),A (4.00)
"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (F),SP12,37,26,100.00%,100.00%,1.86,A- (3.88),A (4.00)
"Huberman, Andrew David",BISP 194 - Adv Topics in Modern Biology (H),SP12,21,9,88.90%,100.00%,2.94,A- (3.88),A (4.00)
"Feng, Gen-Sheng",BIBC 102 - Metabolic Biochemistry (A),WI12,70,25,92.00%,92.00%,8.74,B+ (3.52),B (3.01)
"Coleman, Aaron B.",BIBC 102 - Metabolic Biochemistry (B),WI12,316,141,97.90%,95.70%,7.52,B+ (3.37),B- (2.83)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (A),WI12,72,32,93.80%,96.90%,7.63,B+ (3.48),B (3.08)
"Coleman, Aaron B.",BIBC 103 - Biochemical Techniques (B),WI12,71,32,96.80%,96.80%,6.63,B+ (3.41),B (3.08)
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (C),WI12,143,42,92.90%,92.90%,9.55,B+ (3.33),B (3.00)
"Yelon, Deborah",BICD 100 - Genetics (A),WI12,369,170,94.00%,86.80%,6.18,B+ (3.35),B- (2.84)
"Yelon, Deborah",BICD 100 - Genetics (B),WI12,94,36,88.60%,91.40%,6.84,B+ (3.51),B- (2.84)
"Wilhelm, James E.",BICD 110 - Cell Biology (A),WI12,340,149,91.80%,98.60%,6.21,B+ (3.39),C+ (2.55)
"Estelle, Mark",BICD 120 - Fundamentals of Plant Biology (A),WI12,131,37,88.90%,80.60%,4.5,B (3.17),B- (2.81)
"Schmidt, Robert J",BICD 120 - Fundamentals of Plant Biology (A),WI12,131,36,88.60%,94.30%,4.38,B (3.17),B- (2.81)
"Posakony, James W","BICD 130 - Embryos, Genes, & Development (A)",WI12,136,57,87.70%,93.00%,6.75,B+ (3.42),C+ (2.65)
"Mowen, Kerri A",BICD 140 - Immunology (A),WI12,129,61,90.20%,73.80%,6.34,B+ (3.36),C+ (2.52)
"Murre, Cornelis",BICD 145 - Lab in Molecular Medicine (A),WI12,34,25,100.00%,96.00%,5.62,A- (3.92),B+ (3.63)
"Rifkin, Scott",BIEB 100 - Biostatistics (A),WI12,167,101,42.60%,31.70%,10.4,B (3.01),B- (3.00)
"Roy, Kaustuv",BIEB 131 - Marine Invertebrate Ecology Lb (A),WI12,25,15,93.30%,86.70%,7.3,B+ (3.40),B (3.14)
"Chao, Lin",BIEB 150 - Evolution (A),WI12,291,116,94.80%,94.70%,4.38,B (3.29),B- (2.75)
"Nieh, James Charles",BIEB 166 - Animal Behavior&Communication (A),WI12,407,182,99.40%,100.00%,5.44,B+ (3.66),B+ (3.55)
"Golden, Susan S.",BILD 1 - The Cell (A),WI12,308,141,86.10%,83.20%,7.16,B+ (3.34),C+ (2.62)
"Halpain, Shelley",BILD 1 - The Cell (B),WI12,140,117,94.00%,72.40%,6.82,B (3.09),B- (2.99)
"Traver, David",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI12,380,164,79.80%,80.70%,5.13,B+ (3.35),B+ (3.35)
"Wasserman, Steven A.",BILD 2 - Multicellular Life (A),WI12,291,232,94.40%,98.70%,8.15,B (3.21),C+ (2.67)
"Fortes, P. A. George",BILD 26 - Human Physiology (A),WI12,132,52,72.50%,64.70%,5.08,B- (2.74),C+ (2.66)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol (A),WI12,243,121,79.30%,67.50%,7.26,B- (2.96),C+ (2.63)
"Holway, David A.",BILD 3 - Organismic&Evolutionary Biol (B),WI12,273,128,81.90%,85.80%,6.77,B (3.11),C+ (2.68)
"Merkhofer, Evan Carroll",BILD 36 - AIDS Science and Society (A),WI12,75,46,91.10%,90.90%,5.37,B+ (3.37),B (3.05)
"Macagno, Eduardo R.","BILD 38 - Dementia, Science and Society (A)",WI12,21,12,75.00%,75.00%,3.5,A (4.00),B+ (3.51)
"Woodruff, David S",BILD 87 - Freshman Seminar (A),WI12,15,12,91.70%,100.00%,1,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar (B),WI12,9,5,80.00%,100.00%,1,A (4.00),N/A
"Beck, Kevin Douglas",BILD 95 - Undergraduate Workshops (A),WI12,12,11,90.90%,90.90%,1.95,A (4.00),N/A
"Johnson, Tracy Lanise",BIMM 100 - Molecular Biology (A),WI12,230,101,94.00%,95.90%,6.84,B+ (3.49),B (3.02)
"Ghiara, Jayant",BIMM 100 - Molecular Biology (B),WI12,317,113,88.30%,75.90%,6.92,B (3.25),C+ (2.69)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (A),WI12,83,39,100.00%,100.00%,5.68,B+ (3.69),B (3.27)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (B),WI12,100,43,97.70%,93.00%,6.85,B+ (3.53),B- (2.90)
"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (C),WI12,51,19,100.00%,100.00%,7.03,B+ (3.42),B+ (3.41)
"Zhang, Dong-Er",BIMM 110 - Molecular Basis/Human Disease (A),WI12,299,120,96.60%,94.90%,6.12,B+ (3.57),B- (2.92)
"Kadonaga, James T",BIMM 112 - Regulatn/Gene Act/Eucarytc Cel (A),WI12,109,57,98.20%,100.00%,4.54,B+ (3.69),B+ (3.32)
"David, Michael",BIMM 118 - Pharmacology (A),WI12,237,94,92.20%,88.80%,7.8,B+ (3.51),B (3.00)
"Golden, James W",BIMM 120 - Bacteriology (A),WI12,397,135,80.30%,84.10%,5.4,B+ (3.41),B- (2.79)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),WI12,99,40,92.30%,97.40%,8.55,B+ (3.33),B (3.12)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (B),WI12,48,38,97.30%,97.30%,10.29,B (3.24),B- (2.97)
"Narasingarao, Priya",BIMM 121 - Laboratory in Microbiology (C),WI12,47,40,92.50%,87.50%,8.45,B+ (3.46),B (3.23)
"Saier, Milton H.",BIMM 122 - Microbial Genetics (A),WI12,81,67,89.10%,86.40%,6.66,A- (3.74),B (3.17)
"Viadiu, Hector",BIMM 162 - 3D Elctron Microscopy/Macromol (A),WI12,25,9,77.80%,100.00%,4.94,B+ (3.67),B+ (3.52)
"Pevzner, Pavel Arkadjevich",BIMM 181 - Molecular Sequence Analysis (A),WI12,12,8,87.50%,87.50%,10,B+ (3.63),N/A
"Fortes, P. A. George",BIPN 100 - Mammalian Physiology I (A),WI12,350,123,95.90%,74.60%,8.47,B (3.28),B- (2.84)
"Leutgeb, Stefan",BIPN 100 - Mammalian Physiology I (B),WI12,86,34,94.10%,58.80%,7.97,B+ (3.47),B (3.22)
"Xu, Yang",BIPN 102 - Mammalian Physiology II (A),WI12,167,49,97.90%,75.00%,6.29,B+ (3.32),B (3.03)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),WI12,106,32,93.80%,100.00%,13.38,B+ (3.34),B- (2.95)
"French, Kathleen Ann",BIPN 106 - Comparative Physiology (A),WI12,98,51,94.00%,84.00%,5.97,B+ (3.38),B (3.15)
"French, Kathleen Ann",BIPN 108 - Physiology of Exercise (A),WI12,160,83,97.60%,86.60%,6.45,B+ (3.56),B+ (3.48)
"Halpain, Shelley",BIPN 140 - Cellular Neurobiology (A),WI12,105,36,88.60%,88.60%,8.1,B+ (3.47),C+ (2.39)
"Scanziani, Massimo",BIPN 140 - Cellular Neurobiology (A),WI12,105,37,83.80%,94.40%,8.01,B+ (3.47),C+ (2.39)
"Wang, Jing",BIPN 142 - Systems Neurobiology (A),WI12,80,28,96.40%,85.70%,6.14,B+ (3.48),B- (2.90)
"Goulding, Martyn",BIPN 150 - Diseases of the Nervous System (A),WI12,65,16,86.70%,73.30%,5.83,A- (3.74),B+ (3.49)
"Lee, Kuo Fen",BIPN 150 - Diseases of the Nervous System (A),WI12,65,16,93.30%,80.00%,5.97,A- (3.74),B+ (3.49)
"Pfaff, Samuel",BIPN 150 - Diseases of the Nervous System (A),WI12,65,21,94.70%,94.70%,4.7,A- (3.74),B+ (3.49)
"Zou, Yimin",BIPN 150 - Diseases of the Nervous System (A),WI12,65,16,92.90%,78.60%,4.93,A- (3.74),B+ (3.49)
"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (A),WI12,24,11,100.00%,63.60%,2.32,A- (3.90),B (3.17)
"Wang, Jing",BISP 194 - Adv Topics in Modern Biology (B),WI12,5,2,100.00%,100.00%,4.5,A (4.00),N/A
"Niwa, Maho",BISP 194 - Adv Topics in Modern Biology (C),WI12,15,12,100.00%,100.00%,3.5,A- (3.91),N/A
"Johnson, Tracy Lanise",BISP 194 - Adv Topics in Modern Biology (D),WI12,20,13,100.00%,100.00%,4.04,A- (3.92),A- (3.94)
"Kiger, Amy",BISP 194 - Adv Topics in Modern Biology (E),WI12,7,4,100.00%,100.00%,5.5,A (4.00),N/A
"Price, Paul A.",BISP 194 - Adv Topics in Modern Biology (F),WI12,29,8,100.00%,100.00%,3.25,A- (3.71),B+ (3.62)
"Komiyama, Takaki",BISP 194 - Adv Topics in Modern Biology (G),WI12,7,4,100.00%,100.00%,3,A (4.00),N/A
"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (H),WI12,12,8,87.50%,100.00%,3.75,A- (3.75),N/A
"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (H),WI12,12,7,85.70%,100.00%,4.21,A- (3.75),N/A
"Newsam, John",BISP 194 - Adv Topics in Modern Biology (I),WI12,35,31,93.30%,96.70%,1.83,A (4.00),A (4.00)
"Mel, Stephanie",BIBC 100 - Structural Biochemistry (A),FA11,399,149,93.80%,93.00%,5.92,B+ (3.52),B- (2.70)
"Coleman, Aaron B.",BIBC 102 - Metabolic Biochemistry (A),FA11,238,97,93.80%,98.90%,7.42,B+ (3.33),C+ (2.62)
"Coleman, Aaron B.",BIBC 102 - Metabolic Biochemistry (B),FA11,248,93,95.70%,97.80%,7.19,B+ (3.41),C+ (2.62)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (A),FA11,142,59,94.90%,96.60%,6.91,B+ (3.44),B- (2.89)
"Tam, Tobey M",BIBC 103 - Biochemical Techniques (B),FA11,67,39,82.10%,17.90%,8.19,B (3.10),B (3.13)
"Tam, Tobey M",BIBC 103 - Biochemical Techniques (C),FA11,71,35,94.30%,37.10%,8.96,B (3.24),B (3.13)
"Smith, Laurie",BICD 100 - Genetics (A),FA11,379,183,91.30%,81.30%,5.99,B+ (3.34),B- (2.73)
"Smith, Laurie",BICD 100 - Genetics (B),FA11,192,96,93.80%,86.20%,7.4,B (3.20),B- (2.73)
"Smith, Laurie",BICD 100 - Genetics (C),FA11,16,11,100.00%,90.90%,5.59,B (3.09),B- (2.73)
"Neumann, Sylvia",BICD 110 - Cell Biology (A),FA11,193,83,85.00%,63.80%,8.08,B+ (3.41),B (3.16)
"Ghiara, Jayant",BICD 134 - Human Reproduction&Development (A),FA11,400,166,96.40%,92.20%,5.15,B+ (3.58),B (3.22)
"Shurin, Jonathan",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),FA11,227,89,91.00%,84.30%,5.87,B (3.08),B- (2.87)
"Henter, Heather J.",BIEB 121 - Ecology Laboratory (A),FA11,11,8,100.00%,100.00%,7,B+ (3.38),N/A
"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA11,160,59,82.80%,84.50%,4.97,B (3.27),C+ (2.70)
"Cleland, Elsa Eleanor",BIEB 174 - Ecosystems and Global Change (A),FA11,123,48,93.60%,100.00%,6.07,A- (3.78),B (3.11)
"Patrick, Gentry",BILD 1 - The Cell (A),FA11,245,114,94.70%,97.40%,5.9,B+ (3.39),B- (2.84)
"Kiger, Amy",BILD 1 - The Cell (B),FA11,271,126,89.60%,80.50%,8.13,B (3.21),C+ (2.58)
"Reinagel, Pam",BILD 12 - Neurobiology and Behavior (A),FA11,73,42,85.70%,71.40%,3.45,B+ (3.39),B+ (3.31)
"Leutgeb, Jill K.",BILD 2 - Multicellular Life (A),FA11,119,50,95.90%,93.90%,8.13,B+ (3.45),B (3.21)
"Fortes, P. A. George",BILD 2 - Multicellular Life (B),FA11,187,65,93.80%,71.90%,6.13,B+ (3.58),B (3.02)
"Kurle, Carolyn M.",BILD 3 - Organismic&Evolutionary Biol (A),FA11,403,239,91.10%,94.40%,5.67,B (3.24),C+ (2.50)
"Goodale, Eben B.",BILD 3 - Organismic&Evolutionary Biol (B),FA11,249,118,90.70%,89.80%,5.32,B+ (3.50),B- (2.93)
"Brown, Willie C.",BILD 87 - Freshman Seminar (A),FA11,16,11,100.00%,100.00%,2.14,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar (B),FA11,17,13,92.30%,100.00%,0.81,A (4.00),N/A
"Eng, John",BILD 92 - Professional Topics (A),FA11,15,7,85.70%,71.40%,0.79,N/A,N/A
"D'Cruz, Louise M.",BILD 95 - Undergraduate Workshops (A),FA11,7,6,83.30%,100.00%,2.83,A (4.00),N/A
"French, Kathleen Ann",BILD 96 - Biology: Honors Seminar (A),FA11,18,11,81.80%,81.80%,1.05,A (4.00),N/A
"Pasquinelli, Amy",BIMM 100 - Molecular Biology (A),FA11,201,85,96.40%,98.80%,7.25,B+ (3.48),B- (2.74)
"Lykke-Andersen, Jens",BIMM 100 - Molecular Biology (B),FA11,337,156,90.80%,96.00%,6.53,B+ (3.43),B- (2.92)
"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (A),FA11,96,37,97.30%,86.50%,7.31,B+ (3.67),B+ (3.32)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (B),FA11,85,43,100.00%,100.00%,5.94,B+ (3.63),B (3.27)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (C),FA11,36,17,94.10%,100.00%,6.15,B+ (3.53),B (3.11)
"Gustafson-Brown, Cindy",BIMM 101 - Recombinant DNA Techniques (D),FA11,48,29,100.00%,89.30%,7.95,B+ (3.33),B- (2.74)
"Scheffler, Immo E.",BIMM 110 - Molecular Basis/Human Disease (A),FA11,224,73,94.40%,86.10%,6.12,B+ (3.45),B- (2.70)
"Golden, Susan S.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA11,37,10,77.80%,66.70%,6.9,B (3.11),C+ (2.46)
"Golden, Susan S.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA11,229,96,78.10%,55.20%,5.15,B (3.20),C+ (2.46)
"Gorman, Michael R.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA11,229,92,81.60%,93.10%,5.2,B (3.20),C+ (2.46)
"Gorman, Michael R.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA11,37,10,80.00%,100.00%,6.7,B (3.11),C+ (2.46)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),FA11,97,41,87.20%,92.30%,9.22,B (3.18),B (3.09)
"Aroian, Raffi V.",BIMM 124 - Medical Microbiology (A),FA11,226,131,94.50%,92.90%,8.7,B+ (3.49),B- (2.87)
"Gustafson-Brown, Cindy",BIMM 124 - Medical Microbiology (A),FA11,226,123,93.40%,97.50%,8.72,B+ (3.49),B- (2.87)
"Saier, Milton H.",BIMM 130 - Microbial Physiology (A),FA11,81,38,83.80%,75.70%,6.88,B+ (3.54),B (3.16)
"Bafna, Vineet",BIMM 182 - Biological Databases (A),FA11,14,3,100.00%,66.70%,7.83,B (3.00),N/A
"French, Kathleen Ann",BIPN 100 - Mammalian Physiology I (A),FA11,315,145,95.10%,79.90%,7.94,B (3.14),C+ (2.66)
"Kristan, William B.",BIPN 100 - Mammalian Physiology I (B),FA11,325,125,91.10%,72.60%,8.31,B+ (3.32),C+ (2.65)
"Fortes, P. A. George",BIPN 102 - Mammalian Physiology II (A),FA11,236,100,97.00%,83.80%,7.77,B+ (3.46),B- (2.71)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),FA11,105,41,97.60%,100.00%,13.04,B+ (3.33),B (3.10)
"Berg, Darwin K.",BIPN 140 - Cellular Neurobiology (A),FA11,199,81,91.30%,95.00%,7.64,B+ (3.47),C+ (2.49)
"Spitzer, Nicholas",BIPN 140 - Cellular Neurobiology (A),FA11,199,78,94.70%,73.00%,7.1,B+ (3.47),C+ (2.49)
"Leutgeb, Jill K.",BIPN 148 - Cellular Basis Learning&Memory (A),FA11,169,51,86.30%,78.40%,7.09,B+ (3.30),B- (2.91)
"Leutgeb, Stefan",BIPN 148 - Cellular Basis Learning&Memory (A),FA11,169,50,83.70%,67.30%,6.98,B+ (3.30),B- (2.91)
"French, Kathleen Ann",BISP 194 - Adv Topics in Modern Biology (A),FA11,29,16,100.00%,100.00%,2.37,A- (3.93),A- (3.84)
"Mayfield, Stephen P.",BISP 194 - Adv Topics in Modern Biology (C),FA11,27,8,100.00%,100.00%,5.36,B+ (3.57),B+ (3.48)
"Coleman, Aaron B.",BIBC 102 - Metabolic Biochemistry (A),S211,167,69,97.10%,98.50%,9.71,B+ (3.43),B- (2.96)
"Fleming, Tinya C",BICD 110 - Cell Biology (A),S211,150,43,85.40%,56.10%,8.55,B+ (3.48),C+ (2.59)
"Fortes, P. A. George",BICD 150 - Endocrinology (A),S211,149,43,100.00%,83.70%,8.92,B+ (3.33),B- (2.82)
"Wills, Christopher",BIEB 150 - Evolution (A),S211,113,36,91.70%,100.00%,7,B+ (3.43),C+ (2.69)
"Richmond, Maxi Polihronaki",BILD 2 - Multicellular Life (A),S211,127,65,87.50%,41.30%,9.06,B (3.28),B- (2.83)
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol (A),S211,157,73,83.60%,97.30%,7.68,B+ (3.44),C+ (2.63)
"Stachura, David L.",BIMM 100 - Molecular Biology (A),S211,144,67,88.10%,94.00%,9.57,B+ (3.34),C+ (2.54)
"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (A),S211,51,18,100.00%,100.00%,8.72,B+ (3.47),B+ (3.48)
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (A),S111,70,25,92.00%,84.00%,8,B (3.21),B- (2.97)
"Vicente Crespo, Marta",BICD 100 - Genetics (A),S111,48,26,76.00%,20.00%,6.96,B+ (3.44),B (3.18)
"Gustafson-Brown, Cindy",BICD 136 - AIDS Science and Society (A),S111,195,75,98.70%,98.60%,10.39,B+ (3.51),C+ (2.63)
"Karakoylu, Katharine Mary Winston",BIEB 121 - Ecology Laboratory (A),S111,17,8,100.00%,100.00%,9.75,A- (3.88),N/A
"Shulse, Christine Nicole",BILD 1 - The Cell (A),S111,130,120,94.10%,90.80%,8.15,B+ (3.50),B (3.07)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),S111,33,11,100.00%,90.90%,5.23,B+ (3.55),B+ (3.39)
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol (A),S111,158,80,91.10%,98.80%,7.08,B+ (3.36),C+ (2.66)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society (A),S111,40,17,94.10%,100.00%,10.26,B+ (3.45),C+ (2.65)
"Narasingarao, Priya",BIMM 121 - Laboratory in Microbiology (A),S111,50,29,96.60%,89.70%,9.6,B+ (3.43),B- (2.87)
"Armour, Jon Christopher",BIPN 100 - Mammalian Physiology I (A),S111,189,54,90.70%,94.40%,11.28,B+ (3.39),C+ (2.54)
"Montal, S. Maurice",BIBC 100 - Structural Biochemistry (A),SP11,207,88,81.80%,65.90%,6.07,B+ (3.37),C+ (2.65)
"Price, Paul A.",BIBC 102 - Metabolic Biochemistry (A),SP11,338,148,94.60%,99.30%,7.52,B+ (3.37),B- (2.87)
"Hampton, Randolph Y.",BIBC 102 - Metabolic Biochemistry (B),SP11,234,87,91.80%,97.60%,6.74,B+ (3.51),B- (2.96)
"Coleman, Aaron B.",BIBC 103 - Biochemical Techniques (A),SP11,139,64,90.60%,95.30%,7.01,B (3.24),B- (2.88)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (B),SP11,144,54,98.10%,98.10%,6.31,B+ (3.60),B- (2.97)
"Jamora, Colin C",BIBC 103 - Biochemical Techniques (C),SP11,72,35,100.00%,94.10%,7.79,B+ (3.60),B+ (3.43)
"Mayfield, Stephen P.",BIBC 140 - Introduction to Biofuels (A),SP11,273,116,89.60%,96.50%,5.23,B+ (3.33),B- (2.94)
"Ghiara, Jayant",BICD 100 - Genetics (A),SP11,380,155,93.50%,88.10%,5.28,B (3.30),B- (2.79)
"Troemel, Emily Ruth",BICD 100 - Genetics (B),SP11,175,89,89.70%,85.10%,5.83,B (3.20),C+ (2.56)
"Kadandale, Pavan",BICD 110 - Cell Biology (A),SP11,311,144,85.90%,74.50%,6.8,B (3.27),B- (3.00)
"Mowen, Kerri A",BICD 140 - Immunology (A),SP11,179,66,86.20%,47.70%,8.38,B+ (3.34),C+ (2.56)
"Fortes, P. A. George",BICD 150 - Endocrinology (A),SP11,234,75,95.90%,93.20%,7.47,B+ (3.49),B- (2.83)
"Henter, Heather J.",BIEB 121 - Ecology Laboratory (A),SP11,35,15,86.70%,93.30%,8.63,B (3.25),B (3.13)
"Eckles, Megan Alma",BIEB 121 - Ecology Laboratory (B),SP11,25,17,94.10%,100.00%,10.26,B (3.18),B (3.24)
"Roy, Kaustuv",BIEB 140 - Biodiversity (A),SP11,275,96,91.50%,88.30%,4.37,B (3.26),C+ (2.69)
"Strum, Shirley C.",BIEB 176 - Conservation&Human Predicament (A),SP11,215,93,80.90%,78.70%,4.16,B (3.11),B- (2.81)
"Woodruff, David S",BIEB 176 - Conservation&Human Predicament (A),SP11,215,97,78.40%,86.60%,4.34,B (3.11),B- (2.81)
"Kiger, Amy",BILD 1 - The Cell (A),SP11,366,163,93.20%,92.50%,7.25,B (3.21),C+ (2.31)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP11,287,111,88.00%,85.20%,2.93,B+ (3.64),B+ (3.37)
"French, Kathleen Ann",BILD 2 - Multicellular Life (A),SP11,344,154,94.70%,88.10%,6.46,B+ (3.32),B- (2.87)
"Strause, Linda G.",BILD 22 - Human Nutrition (A),SP11,359,157,96.20%,96.20%,3.66,B+ (3.67),B+ (3.68)
"Holway, David A.",BILD 3 - Organismic&Evolutionary Biol (A),SP11,389,166,72.70%,78.80%,5.48,B (3.18),B- (2.72)
"Woodruff, David S",BILD 87 - Freshman Seminar (A),SP11,19,8,100.00%,100.00%,0.5,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar (B),SP11,13,5,100.00%,100.00%,0.5,N/A,N/A
"Brown, Willie C.",BILD 87 - Freshman Seminar (C),SP11,11,4,100.00%,100.00%,2,A (4.00),N/A
"Bafna, Vineet",BILD 94 - Prof. Issues/Bioinformatics (A),SP11,49,21,85.70%,95.20%,1.17,A (4.00),N/A
"Wienhausen, Gabriele",BILD 95 - Undergraduate Workshops (A),SP11,22,13,100.00%,100.00%,0.83,N/A,N/A
"Wienhausen, Gabriele",BILD 95 - Undergraduate Workshops (B),SP11,11,5,100.00%,100.00%,0.9,A (4.00),N/A
"Niwa, Maho",BIMM 100 - Molecular Biology (A),SP11,338,126,80.80%,42.40%,7.48,B (3.20),B- (2.71)
"Pillus, Lorraine",BIMM 100 - Molecular Biology (B),SP11,179,89,85.20%,77.00%,7.63,B (3.18),B- (2.74)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (A),SP11,97,44,100.00%,100.00%,5.91,B+ (3.65),B (3.25)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (B),SP11,97,40,97.50%,97.40%,6.55,B+ (3.45),B- (2.95)
"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (C),SP11,36,18,100.00%,100.00%,10.15,B+ (3.41),B (3.21)
"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (D),SP11,37,12,91.70%,91.70%,8.17,B (3.17),B+ (3.38)
"Scheffler, Immo E.",BIMM 110 - Molecular Basis/Human Disease (A),SP11,231,87,90.70%,94.20%,5.78,B+ (3.58),C+ (2.59)
"Zhang, Dong-Er",BIMM 110 - Molecular Basis/Human Disease (B),SP11,294,136,99.30%,94.90%,5.97,B+ (3.56),B- (2.97)
"Hedrick, Stephen M",BIMM 114 - Virology (A),SP11,189,68,80.30%,87.90%,6.74,B+ (3.38),C+ (2.51)
"Allen, Eric",BIMM 120 - Bacteriology (A),SP11,387,178,92.70%,98.30%,5.91,B+ (3.45),B (3.20)
